Image,Quote
19, If you're going to put yourself above everybody else you might end up alone.
19, By all means use some time to be alone.
19, I think I jump around more when I'm alone.
19, When I'm alone I can sleep crossways in bed without an argument.
19, There are places and moments in which one is so completely alone that one sees the world entire.
19, I'm happily single.
19, You're only lonely if you're not there for you.
19, When everything is lonely I can be my best friend.
19, Walking with a friend in the dark is better than walking alone in the light.
19, It's better to be unhappy alone than unhappy with someone - so far.
19, It is far better to be alone than to be in bad company.
19, Work alone is noble.
19, I want to be with those who know secret things or else alone.
19, The struggle alone pleases us not the victory.
19, A leader does not deserve the name unless he is willing occasionally to stand alone.
19, No enterprise can exist for itself alone. It ministers to some great need it performs some great service not for itself but for others or failing therein it ceases to be profitable and ceases to exist.
19, I want to be alone.
19, He travels the fastest who travels alone.
19, It is great folly to wish to be wise all alone.
19, A dream you dream alone is only a dream. A dream you dream together is reality.
19, Better be alone than in bad company.
19, I had a very happy childhood but I wasn't that happy a child. I liked being alone and creating characters and voices. I think that's when your creativity is developed when you're young. I liked the world of the imagination because it was an easy place to go to.
19, I just don't want to die alone that's all. That's not too much to ask for is it It would be nice to have someone care about me for who I am not about my wallet.
19, It doesn't matter about money having it not having it. Or having clothes or not having them. You're still left alone with yourself in the end.
19, When you're surrounded by all these people it can be even lonelier than when you're by yourself. You can be in a huge crowd but if you don't feel like you can trust anybody or talk to anybody you feel like you're really alone.
19, I need to do things on my own need to be left alone.
19, The person who tries to live alone will not succeed as a human being. His heart withers if it does not answer another heart. His mind shrinks away if he hears only the echoes of his own thoughts and finds no other inspiration.
19, I once asked a hermit in Italy how he could venture to live alone in a single cottage on the top of a mountain a mile from any habitation? He replied that Providence was his next-door neighbor.
19, I have three phobias which could I mute them would make my life as slick as a sonnet but as dull as ditch water I hate to go to bed I hate to get up and I hate to be alone.
19, I'm done with men... I'm going to be alone. I have no luck with relationships. I don't think I'm made for marriage.
19, Victims always feel alone and helpless.
19, I'm learning a lot about myself being alone and doing what I'm doing.
19, We're all in this alone.
19, Getting through the nights is the toughest part. Being alone. Not having her there to talk to.
19, We are so bound together that no man can labor for himself alone. Each blow he strikes in his own behalf helps to mold the universe.
19, The strong man is strongest when alone.
19, We were alone. Where I could not say hardly imagine. All was black and such a dense black that after some minutes my eyes had not been able to discern even the faintest glimmer.
19, A man is never completely alone in this world. At the worst he has the company of a boy a youth and by and by a grown man - the one he used to be.
19, The most terrifying thing I can think of is being alone - and I mean utterly alone like no one else in the world alone - at night. That's the nucleus of the first story in my collection and it's also where the title came from for the book.
19, There's a lot of people out there who go through hard times and they feel alone. They feel like nobody is there. But I'm in the same boat.
19, I need absolutely to be alone.
19, Even if I have to stand alone I will not be afraid to stand alone. I'm going to fight for you. I'm going to fight for what's right. I'm going to fight to hold people accountable.
19, I live alone with cats books pictures fresh vegetables to cook the garden the hens to feed.
19,On stage I make love to 25000 different people then I go home alone.
19, Alone I'm nothing.
19, I have a huge active imagination and I think I'm really scared of being alone because if I'm left to my own devices I'll just turn into a madwoman.
19, I don't like being in houses alone.
19, Our world is so glutted with useless information images useless images sounds all this sort of thing. It's a cacophony it's like a madness I think that's been happening in the past twenty-five years. And I think anything that can help a person sit in a room alone and not worry about it is good.
19, Comics for me is being able to sing alone in the shower. I find it freeing. You just pick up a pen and get to it.
19, If I was writing songs just for me I'd only play them in my living room alone.
19, The principal contributor to loneliness in this country is television. What happens is that the family 'gets together' alone.
19,And I find - I'm 63 and my capacity to be by myself and just spend time by myself hasn't diminished any. That's the necessary part of being a writer you better like being alone.
19, But there comes a moment in everybody's life when he must decide whether he'll live among the human beings or not - a fool among fools or a fool alone.
19, All we ask is to be let alone.
19, I love my friends and family but I also love it when they can't find me and I can spend all day reading or walking all alone in silence eight thousand miles away from everyone. All alone and unreachable in a foreign country is one my most favorite possible things to be.
19, Work alone will efface the footsteps of work.
19, Men even when alone lighten their labors by song however rude it may be.
19, It's kind of awkward to eat alone in a restaurant because everybody's looking at me.
19, Be able to live alone even if you don't want to and think you will never find it necessary.
19, After all my various relationships I find myself now home alone.
19, Weird people follow you in the streets you can't sit alone in a restaurant or a cafe and read a book in peace and I think everybody values those moments of being alone.
19, I'm so accustomed to being alone.
19, When I'm alone I work sometimes with music sometimes without and sometimes just listening to NPR.
19, I was never less alone than when by myself.
19, I am alone some people help me but basically I can do what I want.
19, I'm the most gregarious of men and love good company but never less alone when alone.
19, The writer is all alone.
19, If you write a novel alone you sit and you weave a little narrative. And it's O.K. but it's of no account.
19, There is no end to the violations committed by children on children quietly talking alone.
19, Never to lie is to have no lock on your door you are never wholly alone.
19, If man knew how women pass the time when they are alone they'd never marry.
19, I don't like being alone.
19,You can be around 100 people and be completely alone. People don't realize what it's really like.
19, We talk a lot on 'Biggest Loser' about how fitness is a natural antidepressant how it burns off stress. What I like about running is that it gives me time alone. I'm always busy with people at work with my kids. I love getting out for a run by myself and just listening to my music.
19, As a child I had to get up early for school or work. I'd get ready by myself. I'd set my alarm to wake me up very early in the morning and be off to work the family driver driving me every morning. I did it alone my parents never coming in to wake me up.
19, Let me alone and go in search of someone else.
19, I was very happy sitting alone at a dining room table writing a script.
19, It's an amazing feeling to go into a studio and really be alone.
19, I have my best ideas when I am alone.
19, Writing is a solitary occupation. Family friends and society are the natural enemies of the writer. He must be alone uninterrupted and slightly savage if he is to sustain and complete an undertaking.
19, I would point out that I'm an actress for a reason! If I were popular in high school I would have considered another career because I wouldn't have been alone in my room making up other characters for myself. I definitely had growing pains. The popular kids didn't want anything to do with the girl who was starting the drama club.
19, What does it mean to not be alone? I've approached that question through music technology writing and other means.
19, 'Tis the last rose of summer Left blooming alone All her lovely companions Are faded and gone.
19, For the first time I lived alone... in a luxury apartment on Sunset Strip. For a few days I loved the idea but I got lonely and restless.
19, The right to be let alone is the underlying principle of the Constitution's Bill of Rights.
19, What good is sitting all alone in your room?
19, This is nourishing redemptive we become less alone inside.
19, I would say 'I'm alone but I'm not lonely.' But I was just kidding myself.
19, He who does not fill his world with phantoms remains alone.
19, So many people suffer from abuse and suffer alone.
19, Men was formed for society and is neither capable of living alone nor has the courage to do it.
19,You'd think I'd have been happiest in my life playing music in front of 50000 people at Gillette Stadium. But let me tell you it's an odd feeling to feel alone in the spotlight.
19, You're alone in your ideas because you're the only one who knows what's possible.
19, I was born to be alone and I always shall be but now I want to be.
19, We're all outsiders in a way. We're all alone and can become very lonely.
19, You know golf is very lonely. When I'm in the States I feel like if I just think about Taiwan my friends my fans I won't feel like I'm alone.
19, Even crushed against his brother in the Tube the average Englishman pretends desperately that he is alone.
19, It depends on the situation. I mean on one hand there's the argument that people should be left alone on the other hand there's the argument to wade in a stop slaughters in places like Bosnia and Kosovo and what we probably should have done in Rwanda.
19, I don't know that I spent any more time alone than any other kid but being by myself never bothered me.
19, I still don't like going to bed alone.
19, I knew I was alone in a way that no earthling has ever been before.
19, I mean one of the things about being alone is that you've no people to define yourself off I mean people are like all-round mirrors because let's face it we don't often see ourselves all round in a mirror anyway do we.
19, I think all teenagers feel alone and that nobody else knows what they are going through and all that sort of stuff.
19, No One Is Alone by Stephen Sondheim is all about thinking for yourself and being your own person.
19, No man is an island. No man stands alone.
19, Men are beginning to realize that they are not individuals but persons in society that man alone is weak and adrift that he must seek strength in common action
19, For a while I felt very alone sort of out there in the world of comics especially here in the States.
19, I would rather be alone and a loud voice for action than be silent.
19, I used to wonder if it was God's plan that I should be alone for so much of my life. But I found peace. I found happiness within people and the world.
19, Most photographers work best alone myself included.
19, I think Alone in the Dark was too much an action creature movie than a horror creature movie.
19, I'm fortunate that I've been in this business long enough that I've earned the right to be left alone by my record company.
19, When I work alone it can be like dabbling with a canvas. Maybe you paint over bits and it starts to form its own life and lead you off in a direction. It becomes an intuitive subconscious process.
19, When I work alone my process is like painting. With Fleetwood Mac it's more like movie making.
19, Some people can sometimes really invade your space and kind of never leave you alone.
19, Now that I have found someone I'm feeling more alone... than I ever have before.
19, If I lived alone Mom'd never sleep because she wouldn't know I was okay.
19, You are forever alone.
19, Well Jeff Buckley for me is one of the greatest singers I've ever heard. And the reason why is he has an amazing range amazing emotional power in his voice. And the music he put around it also just had this passion and this soul to it and this spirit to it that very few artists have and he passed at a very young age.
19,It's amazing it doesn't feel like it has been 10 years since retirement.
21, Youth is the best time to be rich and the best time to be poor.
21, Inflation is when you pay fifteen dollars for the ten-dollar haircut you used to get for five dollars when you had hair.
21, I don't think of myself as a poor deprived ghetto girl who made good. I think of myself as somebody who from an early age knew I was responsible for myself and I had to make good.
21, Not just in commerce but in the world of ideas too our age is putting on a veritable clearance sale. Everything can be had so dirt cheap that one begins to wonder whether in the end anyone will want to make a bid.
21, I have always paid income tax. I object only when it reaches a stage when I am threatened with having nothing left for my old age - which is due to start next Tuesday or Wednesday.
21, In order to fix Social Security we must restructure it so that we continue to provide for our Nation's seniors that are approaching retirement age but allow for younger taxpayers to invest a portion of their Social Security taxes in private accounts.
21, Women lie about their age men lie about their income.
21, There is nothing in socialism that a little age or a little money will not cure.
21, Save your money. You're going to need twice as much money in your old age as you think.
21, I would like to see more airplay for all artists no matter what age. I think there's a lot of money being spent toward the young guys but a lot of the older guys are the ones who blazed the trail for those young guys.
21, I saw how many people were poor and how many kids my age went to school hungry in the morning which I don't think most of my contemporaries in racially segregated schools in the South thought very much about at the time.
21, Children under five are the poorest age group in America and one in four infants toddlers and preschoolers are poor during the years of greatest brain development.
21, Any new financial order for the world must tackle the three chief challenges of our age.
21, Credit or debit cards for starters are nothing short of shoppers' Novocain. Even in the age of digital purchases and virtual money we still attach a special value to dirty paper with pictures of presidents on it. Handing some of that to a cashier simply hurts more than handing over a little sliver of plastic.
21,It begins and ends with money. It's absurd in this day and age when we need so much money for education health for people that a $100 million dollars can be spent on a film. It's obscene.
21, At an early age I started my own paper route. Once I saw how you could service people and do a good job and get paid for it I just wanted to be the best I could be in whatever I did.
21, Women would be disproportionately affected by the privatization of social security. It is one of the most important safety nets for American women in old age or in times of disability to insure financial income for their families.
21, To own the dominant or only newspaper in a mid-sized American city was for many decades a kind of license to print money. In the Internet age however no one has figured out how to rescue the newspaper in the United States or abroad.
21,I've spent as much as 30 grand on a watch but it's not about flaunting my wealth. I don't have many extravagances but watches are my biggest one. I must have 30 of them now. I've been collecting since the age of nine when I won a black TAG in a karting event.
21,For students today only 10 percent of children from working-class families graduate from college by the age of 24 as compared to 58 percent of upper-middle-class and wealthy families.
21, If there is anything I would do differently in my life it is that I would study business more. I'm trying to teach my daughter Chloe at an early age about investing and money so she's not afraid of it.
21, I would rather be a beggar and single than a queen and married.
21, A man is rich in proportion to the number of things he can afford to let alone.
21, There are two types of poor people those who are poor together and those who are poor alone. The first are the true poor the others are rich people out of luck.
21,I have grown up alone. I've taken care of myself. I worked earned money and was independent at 18.
21, I'm a dad and I no longer see a way for my kids to even inherit the money that I'm making let alone go out there have an idea and create it in their own lifetime.
21, I don't wanna hear nobody complain that they're getting paid all this money and people won't leave them alone. It's part of it.
21,A movie like House of the Dead with around $7 million budget or Alone in the Dark with around $16 million budget are much easier to make profit than the typical $50 million major motion picture.
21, I believe in capitalism for everybody not necessarily high finance but capitalism that works for the working men and women of this country who are out there paddling alone in America right now.
21,I had never walked on the street alone when I was growing up in Calcutta up to age 20. I had never handled money. You know there was always a couple of bodyguards behind me who took care if I wanted... I needed pencils for school I needed a notebook they were the ones who were taking out the money. I was constantly guarded.
21, It is very frightening to feel alone when you are standing against a rich and powerful person and all his attendant helpers.
21, The next thing I wrote was in a writing class at night school. It was about a poor woman who worked at a dime store and who was all alone for Christmas in Laurel Mississippi.
21,If you dream of something worth doing and then simply go to work on it and don't think anything of personalities or emotional conflicts or of money or of family distractions it is amazing how quickly you get through those 5000 steps.
21, There are a lot of people with a lot of money and I'm amazed they don't understand what a great pleasure it can be to give.
21, It's amazing how people will give when you don't ask. Many of them send money because they believe in the message.
21, Money is such an amazing teacher What you choose to do with your money shows whether you are truly powerful or powerless.
21, I've worked on films where the budgets are almost limitless and you're in trailers that are bigger than a hotel room. You're taken care of and the food is amazing the quality of the job is amazing and then you work on smaller things but it never dictates my happiness or my willingness to go to work.
21, I'm from Naples. I was born in a poor neighborhood and I always in my heart felt like it would be amazing to be able to adopt a child from Naples. I could give someone the opportunity I had. I would love to give back in that way and pay it forward.
21, It's amazing that no matter how much money you have you can make some bad decisions and in five months you're on the street begging.
21, As an actor to have achieved financial stability is amazing. But I always have this weird fear that I'm not going to get any more work it's about not having enough money.
21, The thing is I don't believe in most of what's done. The amount of financial and imaginative energy that's put into mediocrity is just amazing which I find to be fundamentally offensive as a human being.
21,I come back to the same thing We've got the greatest pipeline in the company's history in the next 12 months and we've had the most amazing financial results possible over the last five years and we're predicting being back at double-digit revenue growth in fiscal year '06.
